"V1"	"V2"	"V3"	"V6"
"70225"	1358139012	448594	4	"2001/03/27"
"43968"	930909828	263022	5	"2001/06/21"
"299708"	812561	2950532996	5	"2001/03/08"
"207064"	768603	209674	4	"2002/02/14"
"148495"	3374812804	210284	5	"2001/03/07"
"280354"	4113272452	249990	4	"2003/05/10"
"208646"	769012	538275	5	"2001/02/23"
"275660"	799685	334455	4	"2001/11/15"
"249757"	786630	202416	5	"2001/04/01"
"234897"	778992	442980	5	"2001/01/31"
"2664"	205360772	204418	5	"2001/03/29"
"58638"	1258524292	218579	5	"2001/02/21"
"4316"	249532036	313246	4	"2001/03/29"
"173344"	757048	238687	4	"2002/04/10"
"256768"	789682	494306	4	"2001/08/05"
"96749"	1952616068	241374	4	"2001/01/18"
"77469"	732446	408356	4	"2001/03/23"
"65573"	730852	231460	5	"2001/09/06"
"287566"	807089	310035	5	"2001/08/21"
"100949"	2098499204	232740	4	"2001/10/28"
"202818"	767566	204441	5	"2002/02/14"
"140601"	3171192452	345590	4	"2001/04/10"
"270831"	797494	533595	5	"2001/09/28"
"20969"	722105	277629	3	"2001/05/22"
"192697"	764707	486816	5	"2003/01/03"
"246257"	784875	216022	5	"2001/04/17"
"217072"	771953	452138	2	"2001/03/09"
"235931"	779308	389727	5	"2001/01/31"
"171232"	756146	458367	3	"2001/09/07"
"152112"	3494416004	1558351748	5	"2001/03/29"
"64551"	730509	267632	5	"2001/09/06"
"183575"	761930	260251	5	"2001/09/28"
"60282"	728853	239232	5	"2002/02/16"
"178816"	4028927620	3238629252	5	"2003/06/02"
"235523"	779123	407842	4	"2001/01/31"
"82259"	1604423300	540701	5	"2001/09/28"
"217952"	772119	2800324484	5	"2001/03/09"
"71151"	1385074308	222004	2	"2001/03/29"
"82391"	1607765636	415376	5	"2001/09/28"
"71661"	1399164548	351641	5	"2001/03/29"
"60049"	728782	328146	4	"2002/02/16"
"61602"	729243	233969	5	"2001/08/16"
"143127"	749074	485024	5	"2001/08/22"
"165629"	755562	243659	4	"2001/06/20"
"216000"	771669	508983	4	"2001/03/09"
"15163"	721725	415506	5	"2001/03/15"
"219533"	772718	405871	5	"2001/03/09"
"280476"	803077	235297	4	"2003/05/10"
"73328"	1457688196	301396	4	"2001/10/15"
"240498"	781852	461145	2	"2001/02/04"
"59364"	728541	298974	3	"2002/02/16"
"20371"	500731524	333720	3	"2001/05/22"
"61288"	729178	204506	5	"2001/08/16"
"146577"	3246427780	1183289220	5	"2001/08/20"
"52961"	1123716740	380439	5	"2001/01/23"
"235287"	779026	520810	2	"2001/01/31"
"3446"	232230532	206437	5	"2001/03/29"
"296739"	811197	542162	5	"2001/03/08"
"254602"	788692	366895	5	"2001/08/05"
"10406"	299732612	277804	5	"2001/04/10"
"81404"	1565822596	201805	5	"2001/09/28"
"30357"	696946308	462625	5	"2001/08/23"
"31869"	725597	551841	4	"2001/08/23"
"4544"	256347780	270206	5	"2001/03/29"
"271712"	797987	258077	5	"2001/09/28"
"252389"	787788	279562	5	"2001/01/31"
"208849"	769054	262123	5	"2001/02/23"
"264781"	794161	216899	5	"2001/06/21"
"157837"	3730738820	255623	5	"2001/11/15"
"283973"	805457	304628	5	"2002/09/15"
"102561"	2130087556	446576	5	"2001/08/30"
"295672"	810511	416547	5	"2001/10/05"
"265945"	4095250052	2891157380	5	"2001/06/21"
"158080"	3735654020	204780	5	"2001/11/15"
"203199"	767635	447644	5	"2002/02/14"
"134243"	747733	449593	2	"2001/04/19"
"108987"	2370276996	244251	5	"2001/04/20"
"101830"	2113900164	309087	5	"2001/08/30"
"11267"	321097348	512806	3	"2001/04/10"
"1632"	181833348	235717	5	"2001/03/29"
"143634"	749240	244708	5	"2002/05/11"
"152811"	3526266500	485024	5	"2001/03/29"
"192340"	764590	235367	5	"2003/01/03"
"149827"	751088	253361	4	"2001/03/07"
"3892"	239570564	322117	4	"2001/03/29"
"84704"	1675398788	210646	5	"2001/05/05"
"254231"	788508	309087	5	"2001/08/05"
"133525"	747207	216022	4	"2001/04/19"
"166211"	755802	216482	5	"2001/09/07"
"157091"	3700985476	255623	5	"2001/11/15"
"269606"	796786	511631	4	"2001/09/28"
"275674"	799687	449020	5	"2001/11/15"
"262822"	792964	391008	5	"2001/06/21"
"227074"	776044	256565	5	"2002/07/31"
"9063"	720834	496156	5	"2001/04/10"
"59177"	728449	413254	5	"2001/02/21"
"231293"	777588	454387	5	"2001/01/31"
"217434"	771996	875728772	4	"2001/03/09"
"46548"	978423428	225480	5	"2002/02/21"
"58350"	1256820356	239232	5	"2001/02/09"
"90089"	734928	301080	5	"2001/01/21"
"137450"	3082784388	293646	5	"2001/03/28"
"284829"	805844	233600	5	"2001/01/18"
"104733"	2195361412	465597	5	"2002/12/24"
"246220"	784875	410002	5	"2001/04/17"
"104849"	2199228036	419992	5	"2001/09/12"
"255943"	789381	351524	5	"2001/08/05"
"159936"	752334	334400	5	"2001/06/20"
"281904"	804149	267748	5	"2001/02/06"
"123145"	2655620740	592067	5	"2001/02/11"
"249096"	786263	484378	5	"2001/04/01"
"15049"	721703	303639	5	"2001/03/15"
"89132"	1864994436	243427	3	"2001/07/31"
"32395"	726024	231460	5	"2001/08/23"
"143455"	749164	367102	5	"2001/08/22"
"295505"	810380	298724	5	"2001/10/05"
"185534"	762458	569572	5	"2001/09/28"
"127962"	2752679556	497285	4	"2001/02/11"
"24879"	723971	311271	5	"2002/01/13"
"185319"	762401	324035	5	"2001/09/28"
"154783"	3598945924	279278	5	"2001/11/28"
"90861"	735454	269216	5	"2001/06/16"
"108060"	2322239108	210284	4	"2001/09/12"
"64236"	730366	341013	4	"2001/09/06"
"17694"	414158468	277629	5	"2001/05/18"
"298249"	812091	442980	5	"2001/03/08"
"22640"	723054	209674	5	"2001/07/11"
"171563"	756218	322397	5	"2001/09/07"
"2012"	193433220	448540	5	"2001/03/29"
"226838"	775943	322117	4	"2002/07/31"
"161194"	753014	200067	5	"2001/06/20"
"142480"	748800	200396	5	"2001/04/10"
"46084"	965512836	210284	4	"2002/01/05"
"169178"	3884748420	211674	5	"2001/09/07"
"92949"	736663	645386	3	"2001/01/26"
"24555"	723652	233974	4	"2002/01/13"
"217006"	771953	333720	5	"2001/03/09"
"87050"	1766821508	258703	5	"2001/07/31"
"51425"	1090358916	446576	5	"2001/01/19"
"289091"	807625	356104	5	"2001/08/21"
"167029"	3831402116	262099	5	"2001/09/07"
"299220"	4138438276	3206844292	5	"2001/03/08"
"30031"	689802884	233481	5	"2001/08/23"
"61248"	729166	324942	5	"2001/08/16"
"51960"	1096584836	210284	4	"2001/03/14"
"108109"	2322370180	306614	5	"2001/09/12"
"275295"	799541	223498	5	"2001/11/15"
"2153"	196972164	206437	5	"2001/03/29"
"217466"	772005	303530	5	"2001/03/09"
"170093"	3908472452	335034	5	"2001/09/07"
"1508"	179801732	235717	5	"2001/03/29"
"113349"	739784	221034	4	"2001/07/13"
"265802"	794566	355176	4	"2001/06/21"
"89801"	734719	461876	4	"2001/01/21"
"140862"	3183054468	234283	5	"2001/04/10"
"96008"	1924304516	229124	5	"2001/02/17"
"191707"	764432	205639	5	"2003/01/03"
"177639"	4006973060	223559	5	"2003/06/02"
"263425"	793273	263022	4	"2001/06/21"
"228405"	776492	481580	5	"2001/01/31"
"289641"	807935	336325	4	"2001/01/22"
"104174"	2178780804	270572	5	"2002/12/24"
"230358"	777265	366977	3	"2001/01/31"
"47795"	1007718020	332261	4	"2001/03/19"
"103936"	2164100740	224115	5	"2002/12/24"
"254264"	788519	607982	5	"2001/08/05"
"75863"	1522962052	496579	2	"2002/03/10"
"62858"	729845	242398	5	"2001/08/16"
"133695"	747324	276559	5	"2001/04/19"
"79867"	733925	248520	5	"2001/06/10"
"155854"	3667103364	363527	5	"2001/04/20"
"277224"	800703	372535	4	"2001/11/15"
"100964"	2099613316	210284	5	"2001/10/28"
"211305"	770000	528914	3	"2001/02/23"
"142666"	748994	200338	5	"2001/04/10"
"165868"	755669	234147	5	"2001/06/20"
"271461"	797814	210284	4	"2001/09/28"
"280448"	4113600132	3238825860	5	"2003/05/10"
"268078"	795872	505248	4	"2001/06/12"
"59425"	728557	277629	5	"2002/02/16"
"229809"	777142	372134	4	"2001/01/31"
"21047"	722180	278113	4	"2001/05/22"
"201553"	767201	293121	5	"2002/02/14"
"90479"	735238	332261	5	"2001/06/16"
"206711"	768513	301797	5	"2002/02/14"
"125794"	745125	286270	5	"2001/05/13"
"297222"	811491	556185	5	"2001/03/08"
"125089"	744513	234885	5	"2001/05/13"
"176416"	758071	204780	5	"2001/03/16"
"292240"	809026	263022	4	"2001/01/22"
"71110"	1385074308	273948	5	"2001/03/29"
"187861"	763261	200500	5	"2001/08/04"
"201710"	767239	364036	4	"2002/02/14"
"194269"	765351	263456	5	"2001/04/17"
"204773"	768034	315530	5	"2002/02/14"
"29782"	689081988	234885	5	"2001/08/23"
"83859"	1642106500	289843	5	"2001/10/30"
"109988"	2417069700	350170	4	"2001/04/20"
"284721"	4121857668	204441	2	"2001/01/18"
"37387"	856526468	250364	5	"2003/04/28"
"203010"	4049964676	381848	3	"2002/02/14"
"113660"	739963	222705	5	"2001/07/13"
"224887"	775090	277533	4	"2001/02/07"
"80480"	734140	241261	5	"2001/09/28"
"24810"	723907	267213	4	"2002/01/13"
"30713"	705990276	217293	5	"2001/08/23"
"85991"	1724812932	299659	5	"2001/05/05"
"57524"	1234407044	238050	5	"2001/02/09"
"79360"	733670	305504	5	"2001/02/06"
"296960"	811289	420299	3	"2001/03/08"
"157791"	3728117380	534929	4	"2001/11/15"
"175165"	3988295300	233600	5	"2001/03/16"
"189610"	763860	204441	5	"2001/08/04"
"219026"	772521	302375	5	"2001/03/09"
"265995"	794639	412995	4	"2001/06/21"
"290798"	808560	380439	5	"2001/01/22"
"261841"	792477	659065	5	"2001/06/21"
"180516"	760421	300526	5	"2003/06/02"
"237646"	780261	336368	5	"2001/02/04"
"89324"	1868664452	432466	4	"2001/01/21"
"68813"	731826	241842	5	"2001/09/06"
"9225"	720893	212452	4	"2001/04/10"
"195293"	765684	400309	5	"2001/10/20"
"155849"	3666775684	210284	5	"2001/04/20"
"124224"	2693369476	296904	2	"2001/05/13"
"19193"	464752260	266406	4	"2001/05/18"
"83421"	1635683972	307076	4	"2001/10/30"
"220794"	773327	318628	5	"2001/04/23"
"9961"	294751876	256565	5	"2001/04/10"
"22641"	723054	241261	5	"2001/07/11"
"177051"	4005138052	349174	5	"2002/06/29"
"2829"	212962948	222705	5	"2001/03/29"
"108498"	2333052548	673695	4	"2001/09/12"
"233456"	778478	279675	5	"2001/01/31"
"222991"	774181	341013	4	"2001/02/07"
"134086"	747615	430252	5	"2001/04/19"
"26358"	621645444	725585796	5	"2001/11/29"
"159393"	3796012676	304047	3	"2001/06/20"
"252803"	787886	301184	4	"2001/01/31"
"154516"	3582168708	207934	4	"2001/11/28"
"204637"	768016	247162	3	"2002/02/14"
"166034"	755781	297335	5	"2001/06/20"
"12479"	341741188	201915	3	"2001/03/15"
"45957"	964726404	256565	5	"2001/03/29"
"144033"	749498	290844	4	"2002/05/11"
"66978"	731232	290844	4	"2001/09/06"
"84688"	1675398788	309414	5	"2001/05/05"
"259641"	791319	269964	3	"2001/08/05"
"186635"	762795	301184	5	"2001/09/28"
"245989"	784705	364668	5	"2001/04/17"
"292622"	809156	409504	5	"2001/01/22"
"129439"	2819198596	420738	5	"2002/03/10"
"45504"	954764932	310391	5	"2001/03/29"
"92698"	736590	210362	5	"2001/01/26"
"183014"	761717	278113	5	"2001/09/28"
"28229"	724747	201535	5	"2001/02/22"
"113934"	740157	258599	5	"2001/07/13"
"36060"	823496324	208103	5	"2001/06/13"
"43703"	926649988	497285	5	"2001/06/21"
"112616"	739229	259441	4	"2001/03/07"
"141674"	3213201028	241729	5	"2001/04/10"
"139516"	3147665028	217293	5	"2001/04/10"
"284610"	805705	285907	4	"2001/01/18"
"60288"	728853	310409	5	"2002/02/16"
"48347"	1020628612	233969	5	"2001/03/19"
"65942"	730905	223756	5	"2001/09/06"
"223891"	774568	336932	5	"2001/02/07"
"234113"	778794	467020	4	"2001/01/31"
"138306"	3122237060	1344966532	5	"2001/01/18"
"148258"	3355807364	1216515972	4	"2001/03/07"
"117900"	742590	448955	5	"2001/07/13"
"168783"	3876818564	211554	5	"2001/09/07"
"135047"	3011874436	301950	5	"2001/06/06"
"80672"	734151	350765	5	"2001/09/28"
"68954"	1308200580	416767	5	"2001/09/06"
"284715"	4121857668	267213	3	"2001/01/18"
"300038"	4140142212	3205140356	5	"2001/03/08"
"9891"	294751876	268021	5	"2001/04/10"
"190184"	763972	315409	4	"2001/08/04"
"277601"	800962	224762	4	"2001/03/23"
"151727"	3476983428	2145292164	5	"2001/03/29"
"41035"	727459	252936	5	"2003/05/15"
"214545"	771145	294423	5	"2001/03/09"
"22633"	723054	204549	5	"2001/07/11"
"276558"	800087	454764	5	"2001/11/15"
"98381"	2013302404	258195	5	"2001/01/18"
"291389"	808750	242264	5	"2001/01/22"
"231372"	777602	494034	5	"2001/01/31"
"188639"	763578	466156	5	"2001/08/04"
"96106"	1930399364	368725	4	"2001/02/17"
"291472"	808768	260375	5	"2001/01/22"
"31092"	723684996	209674	4	"2001/08/23"
"231466"	777626	206843	5	"2001/01/31"
"260455"	791767	536624	5	"2001/08/05"
"33357"	749899396	309973	5	"2001/05/11"
"130793"	2900070020	313080	5	"2002/03/10"
"161121"	753014	461876	5	"2001/06/20"
"99427"	2047184516	200118	5	"2001/01/18"
"109735"	2405076612	533878	4	"2001/04/20"
"114203"	740420	238331	4	"2001/07/13"
"280070"	4110847620	3162148740	5	"2003/05/10"
"157965"	3733819012	210518	5	"2001/11/15"
"264108"	793579	266909	4	"2001/06/21"
"83211"	1632603780	260558	5	"2001/10/30"
"275131"	799482	452035	5	"2001/11/15"
"259618"	791301	379049	5	"2001/08/05"
"46419"	976588420	255273	5	"2002/02/21"
"53581"	1139510916	206924	5	"2001/08/16"
"232696"	778086	448594	4	"2001/01/31"
"138489"	3129577092	540231	5	"2001/01/18"
"105754"	2225376900	234901	3	"2001/09/12"
"163591"	754409	432043	4	"2001/06/20"
"32654"	726069	281871	5	"2001/08/23"
"173897"	3931016836	711888772	5	"2002/04/10"
"240219"	781825	212907	5	"2001/02/04"
"81441"	1567329924	505319	5	"2001/09/28"
"121036"	2529463940	448540	5	"2001/05/08"
"88236"	1825017476	475115	5	"2001/07/31"
"118842"	743038	247388	5	"2001/07/13"
"92588"	736487	468646	5	"2001/01/26"
"93813"	737315	207186	3	"2001/01/26"
"279484"	802371	323904	5	"2003/05/10"
"254653"	788707	333489	4	"2001/08/05"
"272124"	798312	205639	4	"2001/09/28"
"299337"	812394	523812	5	"2001/03/08"
"199343"	766674	306614	4	"2001/10/06"
"126596"	745726	226286	4	"2001/05/13"
"40448"	727269	450333	5	"2003/05/15"
"143331"	749123	380461	5	"2001/08/22"
"5451"	277974660	369013	5	"2001/10/27"
"145322"	750015	243014	5	"2001/08/20"
"131893"	2955120260	398860	5	"2002/03/10"
"184885"	762338	301949	5	"2001/09/28"
"45397"	953716356	281207	5	"2001/06/21"
"192257"	764580	314690	5	"2003/01/03"
"214673"	771162	210284	4	"2001/03/09"
"170237"	3916729988	265056	3	"2001/09/07"
"205834"	768284	408356	4	"2002/02/14"
"287661"	807129	315641	5	"2001/08/21"
"264259"	793790	201180	5	"2001/06/21"
"127363"	2723384964	437158	5	"2001/05/13"
"160441"	752634	256565	5	"2001/06/20"
"86915"	1760071300	286861	5	"2001/07/31"
"184243"	762133	475115	5	"2001/09/28"
"227246"	776097	483296	5	"2002/07/31"
"164571"	755024	248122	5	"2001/06/20"
"274053"	799040	454791	5	"2001/11/15"
"257519"	790016	290978	5	"2001/08/05"
"116347"	741678	280653	5	"2001/07/13"
"146356"	3228864132	1558351748	5	"2001/08/20"
"264434"	793909	295726	4	"2001/06/21"
"81154"	734446	405665	4	"2001/09/28"
"293873"	809634	456945	5	"2001/01/22"
"89852"	734723	295723	5	"2001/01/21"
"111284"	738354	426834	5	"2001/04/20"
"196125"	765837	518277	5	"2001/10/20"
"172580"	756817	253361	5	"2001/07/18"
"292117"	809013	200338	5	"2001/01/22"
"286913"	806701	300475	5	"2001/10/30"
"129639"	2830929540	302329	5	"2002/03/10"
"259273"	790956	433998	3	"2001/08/05"
"235305"	779041	504297	5	"2001/01/31"
"101662"	2112130692	403839	5	"2001/08/30"
"155016"	3612249732	210284	5	"2001/11/28"
"175993"	757906	413254	5	"2001/03/16"
"218777"	772451	205639	5	"2001/03/09"
"68891"	731895	295723	5	"2001/09/06"
"183333"	761879	290844	5	"2001/09/28"
"80990"	734313	200762	4	"2001/09/28"
"5281"	273518212	290844	5	"2001/03/29"
"28546"	724954	330501	5	"2002/07/13"
"21558"	722423	332713	5	"2001/07/11"
"179739"	760082	432894	5	"2003/06/02"
"68743"	731767	210284	5	"2001/09/06"
"169813"	3900345988	256565	5	"2001/09/07"
"204334"	767938	308613	3	"2002/02/14"
"272907"	798646	232795	5	"2001/11/15"
"162876"	754198	200903	5	"2001/06/20"
"182971"	761717	335034	5	"2002/02/18"
"27977"	668569220	295723	5	"2001/11/29"
"246636"	785074	346777	5	"2001/04/17"
"144505"	749558	216631	4	"2002/05/11"
"254678"	788722	346537	5	"2001/08/05"
"180369"	760288	332624	5	"2003/06/02"
"206228"	768381	216631	5	"2002/02/14"
"271494"	797867	401039	4	"2001/09/28"
"117224"	742280	210284	5	"2001/07/13"
"11648"	324243076	322117	5	"2001/10/29"
"69958"	1347718788	301950	5	"2001/03/27"
"80381"	734100	238184	5	"2001/09/28"
"265376"	794390	389088	5	"2001/06/21"
"47938"	1008766596	285020	5	"2001/03/19"
"208498"	768985	234953	5	"2001/02/23"
"193070"	764863	495672	5	"2003/01/03"
"189771"	763898	390078	2	"2001/08/04"
"40829"	727395	309534	5	"2003/05/15"
"127847"	2746257028	233969	5	"2001/02/11"
"102155"	2117570180	499932	5	"2001/08/30"
"213211"	770655	296058	4	"2001/08/22"
"197952"	766355	501362	5	"2001/10/06"
"62624"	729764	448594	4	"2001/08/16"
"299395"	812427	510459	4	"2001/03/08"
"75025"	1499434628	270717	5	"2001/05/07"
"102238"	2121633412	210284	5	"2001/08/30"
"83997"	1642958468	209674	2	"2001/10/30"
"143813"	749385	279675	5	"2002/05/11"
"207097"	768610	264585	5	"2002/02/14"
"171956"	756480	390117	5	"2001/08/23"
"277343"	800827	498609	4	"2001/11/15"
"253509"	788211	3135213444	5	"2001/01/31"
"8030"	720412	293646	5	"2001/01/21"
"148796"	3398667908	246739	5	"2001/03/07"
"70256"	1361284740	515078	4	"2001/03/27"
"22444"	722893	212893	4	"2001/07/11"
"94661"	737664	286270	5	"2001/02/17"
"184990"	762353	262760	5	"2001/09/28"
"89821"	734719	212234	4	"2001/01/21"
"153375"	3541995140	315231	4	"2001/03/29"
"55245"	1170247300	2085785476	5	"2001/02/09"
"292083"	809008	311238	5	"2001/01/22"
"283968"	805457	281871	5	"2002/09/15"
"45409"	953716356	1604161412	5	"2001/06/21"
"215330"	4051996292	293646	4	"2001/03/09"
"232895"	778154	332883	3	"2001/01/31"
"183200"	761787	418534	4	"2001/09/28"
"93359"	737029	255623	5	"2001/01/26"
"204425"	767995	243014	5	"2002/02/14"
"155900"	3668151940	434487	5	"2001/04/20"
"205707"	768258	405871	5	"2002/02/14"
"274863"	799409	201180	5	"2001/11/15"
"185195"	762376	297063	5	"2001/09/28"
"117209"	742280	261183	5	"2001/07/13"
"199288"	766660	383852	5	"2001/10/06"
"260776"	4090793604	286861	4	"2001/08/05"
"174762"	3968175748	235367	5	"2001/03/16"
"171550"	756218	210495	5	"2001/09/07"
"89599"	734570	293737	4	"2001/01/21"
"242946"	782823	200396	3	"2001/02/04"
"142094"	748703	253067	5	"2001/04/10"
"228994"	776756	260251	5	"2001/01/31"
"187791"	763205	487299	4	"2001/08/04"
"9988"	294751876	259333	5	"2001/04/10"
"202986"	767595	423230	5	"2002/02/14"
"272650"	798565	348374	5	"2001/09/28"
"236489"	779599	261424	3	"2001/02/04"
"66281"	731005	239232	5	"2001/09/06"
"42414"	872648324	335034	5	"2001/04/14"
"169353"	3885928068	337542	5	"2001/09/07"
"102252"	2121633412	538598	5	"2001/08/30"
"175233"	757444	221652	5	"2001/03/16"
"170521"	3923676804	251075	5	"2001/09/07"
"88646"	1840418436	256063	3	"2001/07/31"
"251389"	787328	241261	5	"2001/04/01"
"99409"	2047184516	327080	5	"2001/01/18"
"211383"	770084	452881	5	"2001/02/23"
"78636"	733101	533878	5	"2001/03/23"
"21303"	722325	295415	5	"2001/07/11"
"152157"	3499462276	240913	5	"2001/03/29"
"79853"	733924	210284	4	"2001/06/10"
"111318"	738366	224762	3	"2001/04/20"
"201023"	767089	533234	5	"2002/02/14"
"19008"	458198660	241636	5	"2001/05/18"
"113236"	739625	353635	5	"2001/03/07"
"241572"	782224	345500	5	"2001/02/04"
"180492"	760416	268021	4	"2003/06/02"
"167555"	3846540932	298724	3	"2001/09/07"
"271876"	798065	419464	5	"2001/09/28"
"262308"	792663	241636	4	"2001/06/21"
"223073"	774195	554931	5	"2001/02/07"
"217205"	771973	1143115652	4	"2001/03/09"
"299344"	812394	453992	4	"2001/03/08"
"223867"	774565	216022	5	"2001/02/07"
"167592"	3846672004	210284	5	"2001/09/07"
"253595"	788220	398870	5	"2001/01/31"
"60682"	728979	331570	4	"2001/08/16"
"131320"	2921959044	336990	5	"2002/03/10"
"186365"	762666	276559	5	"2001/09/28"
"163027"	754223	356976	5	"2001/06/20"
"104391"	2184613508	207934	2	"2002/12/24"
"80611"	734145	350765	5	"2001/09/28"
"102855"	2137034372	370724	5	"2001/08/30"
"300757"	813023	527215	5	"2001/08/07"
"275368"	799595	203962	4	"2001/11/15"
"201763"	767270	397343	5	"2002/02/14"
"91165"	735769	219050	4	"2001/01/26"
"218181"	772160	206924	5	"2001/03/09"
"40856"	727396	244271	5	"2003/05/15"
"218890"	772486	232969	5	"2001/03/09"
"96314"	1939836548	483860	5	"2001/01/18"
"157658"	3724643972	458367	2	"2001/11/15"
"66660"	731090	210362	5	"2001/09/06"
"140077"	3155725956	412995	5	"2001/04/10"
"14554"	721426	221652	5	"2001/03/15"
"297371"	811544	3215560580	5	"2001/03/08"
"110146"	2423426692	236191	5	"2001/04/20"
"66985"	731232	288822	3	"2001/09/06"
"128254"	2773061252	365973	5	"2001/02/11"
"93683"	737241	293646	3	"2001/01/26"
"219288"	772615	759992196	5	"2001/03/09"
"131797"	2945355396	224115	5	"2002/03/10"
"189277"	763779	304628	5	"2001/08/04"
"299305"	812370	463232	5	"2001/03/08"
"280827"	803286	497285	5	"2003/05/10"
"140189"	3161689732	210284	5	"2001/04/10"
"272530"	798558	266633	4	"2001/09/28"
"186596"	762788	539856	5	"2001/09/28"
"64452"	730485	371087	5	"2001/09/06"
"19704"	479039108	231974	3	"2001/03/27"
"150378"	751939	290844	5	"2001/03/07"
"285678"	806241	531696	4	"2001/10/30"
"42288"	869568132	320227	5	"2001/04/14"
"133555"	747277	338015	5	"2001/04/19"
"300413"	812870	355176	5	"2001/08/07"
"189863"	763906	551841	4	"2001/08/04"
"246569"	785043	361137	4	"2001/04/17"
"217737"	772055	418988	5	"2001/03/09"
"284794"	805833	281484	3	"2001/01/18"
"125885"	745184	205639	5	"2001/05/13"
"300648"	812978	315491	5	"2001/08/07"
"37750"	726260	239231	5	"2003/04/28"
"106690"	2256047748	368725	5	"2001/09/12"
"118019"	742610	245500	5	"2001/07/13"
"80525"	734140	329367	5	"2001/09/28"
"175853"	757795	380526	5	"2001/03/16"
"178924"	759567	526122	5	"2003/06/02"
"204028"	767887	359543	5	"2002/02/14"
"50282"	1065717380	241261	5	"2001/02/07"
"191436"	764306	293646	5	"2001/06/21"
"156154"	3678899844	234958	5	"2001/09/06"
"114009"	740191	246616	5	"2001/07/13"
"288136"	807309	590106	5	"2001/08/21"
"84062"	1647480452	313278	5	"2001/10/30"
"236794"	779785	381452	5	"2001/02/04"
"138556"	3132264068	222557	5	"2001/01/18"
"141894"	3216346756	293940	5	"2001/04/10"
"134493"	748010	245500	5	"2001/04/19"
"281985"	804220	553566	5	"2001/02/06"
"298869"	4137913988	502002	3	"2001/03/08"
"261000"	792004	200500	5	"2001/08/05"
"270927"	797532	448594	5	"2001/09/28"
"130757"	2894564996	210284	4	"2002/03/10"
"93120"	736899	372831	5	"2001/01/26"
"241169"	782133	560346	5	"2001/02/04"
"153050"	3533213316	590420	5	"2001/03/29"
"137803"	3097398916	233068	5	"2001/03/28"
"69982"	1351650948	223618	5	"2001/03/27"
"56575"	1210486404	317816	5	"2001/02/09"
"14161"	721307	243427	5	"2001/03/15"
"30995"	717065860	210284	4	"2001/08/23"
"77510"	732501	238687	5	"2001/03/23"
"27533"	650546820	202028	5	"2001/11/29"
"194340"	765353	548028	5	"2001/04/17"
"128382"	2780073604	249622	5	"2001/02/11"
"290025"	808198	262893	5	"2001/01/22"
"157931"	3732049540	263022	4	"2001/11/15"
"157164"	3704589956	410002	5	"2001/11/15"
"167329"	3839921796	241374	5	"2001/09/07"
"192102"	764482	558451	4	"2003/01/03"
"124755"	744273	263801	3	"2001/05/13"
"248377"	785829	213810	5	"2001/04/01"
"211744"	770202	209513	5	"2001/02/23"
"38013"	726325	301949	5	"2003/04/28"
"104488"	2188873348	319609	5	"2002/12/24"
"113599"	739908	386644	5	"2001/07/13"
"52545"	1111789188	238050	5	"2001/01/23"
"201482"	767192	521607	5	"2002/02/14"
"256765"	789682	232924	4	"2001/08/05"
"231938"	777849	301282	4	"2001/01/31"
"20764"	510234244	201228	5	"2001/05/22"
"51190"	1084919428	353731	5	"2001/02/07"
"150374"	751939	241261	5	"2001/03/07"
"98488"	2018020996	233472	5	"2001/01/18"
"164343"	754908	245500	5	"2001/06/20"
"194316"	765351	285896	5	"2001/04/17"
"238286"	780608	411293	5	"2001/02/04"
"90019"	734883	234283	3	"2001/01/21"
"189476"	763835	327477	5	"2001/08/04"
"268335"	796007	256175	5	"2001/06/12"
"24619"	723680	558451	5	"2002/01/13"
"191828"	764452	292019	5	"2003/01/03"
"242132"	782424	719398	5	"2001/02/04"
"296751"	811197	552427	5	"2001/03/08"
"14713"	721509	260558	5	"2001/03/15"
"134529"	748082	317816	5	"2001/04/19"
"16015"	380669572	234885	5	"2001/03/15"
"66124"	730970	274003	5	"2001/09/06"
"19493"	474320516	1640730500	5	"2001/05/18"
"10058"	294751876	276559	5	"2001/04/10"
"65366"	730811	459085	5	"2001/09/06"
"220376"	773050	242696	5	"2001/04/23"
"196122"	765836	465597	5	"2001/10/20"
"57475"	1232768644	200762	5	"2001/02/09"
"180204"	760181	515741	5	"2003/06/02"
"223358"	774306	245989	4	"2001/02/07"
"91168"	735776	451811	3	"2001/01/26"
"235984"	779308	392076	5	"2001/01/31"
"182839"	761675	462639	5	"2002/02/18"
"39318"	726719	291301	4	"2003/05/15"
"292466"	809109	552160	4	"2001/01/22"
"267606"	795612	269964	5	"2002/02/15"
"56957"	1219333764	225095	5	"2001/03/16"
"214711"	771206	292402	5	"2001/03/09"
"144943"	749808	304628	5	"2001/06/23"
"253314"	788151	294049	5	"2001/01/31"
"289403"	807815	200922	5	"2001/09/02"
"79585"	733777	353635	4	"2001/06/10"
"246394"	784978	293646	5	"2001/04/17"
"236199"	779429	435563	5	"2001/01/31"
"28317"	724837	238687	3	"2001/02/22"
"209738"	769352	250580	4	"2001/02/23"
"141211"	3199438468	261183	5	"2001/04/10"
"14584"	721426	204418	4	"2001/03/15"
"257970"	790307	346081	5	"2001/08/05"
"281531"	803813	433045	5	"2001/02/06"
"132689"	746617	208103	5	"2001/04/19"
"65549"	1275563652	213920	5	"2001/09/06"
