"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"
"162876"	754198	200903	5	0	"2001/01/10"	"2001/06/20"	1	2518365
"182971"	761717	335034	5	0	"2001/01/10"	"2002/02/18"	1	2531404
"27977"	668569220	295723	5	0	"2001/01/10"	"2001/11/29"	1	2531403
"246636"	785074	346777	5	0	"2001/01/10"	"2001/04/17"	1	2531403
"144505"	749558	216631	4	0	"2001/01/10"	"2002/05/11"	1	2522535
"254678"	788722	346537	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"180369"	760288	332624	5	0	"2001/01/10"	"2003/06/02"	1	2522131
"206228"	768381	216631	5	0	"2001/01/10"	"2002/02/14"	1	6205
"271494"	797867	401039	4	0	"2001/01/10"	"2001/09/28"	1	2531403
"117224"	742280	210284	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"11648"	324243076	322117	5	0	"2001/01/10"	"2001/10/29"	1	2522488
"69958"	1347718788	301950	5	0	"2001/01/10"	"2001/03/27"	1	3321654
"80381"	734100	238184	5	0	"2001/01/10"	"2001/09/28"	1	3321654
"265376"	794390	389088	5	0	"2001/01/10"	"2001/06/21"	1	2531403
"47938"	1008766596	285020	5	0	"2001/01/10"	"2001/03/19"	1	2522499
"208498"	768985	234953	5	0	"2001/01/10"	"2001/02/23"	1	-1
"193070"	764863	495672	5	0	"2001/01/10"	"2003/01/03"	1	2522488
"189771"	763898	390078	2	0	"2001/01/10"	"2001/08/04"	1	2522488
"40829"	727395	309534	5	0	"2001/01/10"	"2003/05/15"	1	2522498
"127847"	2746257028	233969	5	0	"2001/01/10"	"2001/02/11"	1	2521901
"102155"	2117570180	499932	5	0	"2001/01/10"	"2001/08/30"	1	2522131
"213211"	770655	296058	4	0	"2001/01/10"	"2001/08/22"	1	6205
"197952"	766355	501362	5	0	"2001/01/10"	"2001/10/06"	1	2522488
"62624"	729764	448594	4	0	"2001/01/10"	"2001/08/16"	1	2522499
"299395"	812427	510459	4	0	"2001/01/10"	"2001/03/08"	1	2522726
"75025"	1499434628	270717	5	0	"2001/01/10"	"2001/05/07"	1	3321654
"102238"	2121633412	210284	5	0	"2001/01/10"	"2001/08/30"	1	2522131
"83997"	1642958468	209674	2	1	"2001/01/10"	"2001/10/30"	1	46335
"143813"	749385	279675	5	0	"2001/01/10"	"2002/05/11"	1	2522535
"207097"	768610	264585	5	0	"2001/01/10"	"2002/02/14"	1	6205
"171956"	756480	390117	5	0	"2001/01/10"	"2001/08/23"	1	2522482
"277343"	800827	498609	4	0	"2001/01/10"	"2001/11/15"	1	2531403
"253509"	788211	3135213444	5	0	"2001/01/10"	"2001/01/31"	1	2531403
"8030"	720412	293646	5	0	"2001/01/10"	"2001/01/21"	1	6205
"148796"	3398667908	246739	5	0	"2001/01/10"	"2001/03/07"	1	2522317
"70256"	1361284740	515078	4	0	"2001/01/10"	"2001/03/27"	1	3321654
"22444"	722893	212893	4	0	"2001/01/10"	"2001/07/11"	1	2531403
"94661"	737664	286270	5	0	"2001/01/10"	"2001/02/17"	1	46335
"184990"	762353	262760	5	0	"2001/01/10"	"2001/09/28"	1	2522488
"89821"	734719	212234	4	0	"2001/01/10"	"2001/01/21"	1	46335
"153375"	3541995140	315231	4	0	"2001/01/10"	"2001/03/29"	1	165915759489
"55245"	1170247300	2085785476	5	0	"2001/01/10"	"2001/02/09"	1	2522499
"292083"	809008	311238	5	0	"2001/01/10"	"2001/01/22"	1	2522726
"283968"	805457	281871	5	0	"2001/01/10"	"2002/09/15"	1	2522726
"45409"	953716356	1604161412	5	0	"2001/01/10"	"2001/06/21"	1	2522499
"215330"	4051996292	293646	4	0	"2001/01/10"	"2001/03/09"	1	6205
"232895"	778154	332883	3	1	"2001/01/10"	"2001/01/31"	1	6205
"183200"	761787	418534	4	0	"2001/01/10"	"2001/09/28"	1	2531404
"93359"	737029	255623	5	0	"2001/01/10"	"2001/01/26"	1	46335
"204425"	767995	243014	5	0	"2001/01/10"	"2002/02/14"	1	6205
"155900"	3668151940	434487	5	0	"2001/01/10"	"2001/04/20"	1	2518365
"205707"	768258	405871	5	0	"2001/01/10"	"2002/02/14"	1	-1
"274863"	799409	201180	5	0	"2001/01/10"	"2001/11/15"	1	2531403
"185195"	762376	297063	5	1	"2001/01/10"	"2001/09/28"	1	2522488
"117209"	742280	261183	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"199288"	766660	383852	5	0	"2001/01/10"	"2001/10/06"	1	2522488
"260776"	4090793604	286861	4	0	"2001/01/10"	"2001/08/05"	1	2531403
"174762"	3968175748	235367	5	0	"2001/01/10"	"2001/03/16"	1	2522535
"171550"	756218	210495	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"89599"	734570	293737	4	0	"2001/01/10"	"2001/01/21"	1	46335
"242946"	782823	200396	3	0	"2001/01/10"	"2001/02/04"	1	2531398
"142094"	748703	253067	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"228994"	776756	260251	5	0	"2001/01/10"	"2001/01/31"	1	-1
"187791"	763205	487299	4	0	"2001/01/10"	"2001/08/04"	1	2522488
"9988"	294751876	259333	5	0	"2001/01/10"	"2001/04/10"	1	2522488
"202986"	767595	423230	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"272650"	798565	348374	5	0	"2001/01/10"	"2001/09/28"	1	2531403
"236489"	779599	261424	3	0	"2001/01/10"	"2001/02/04"	1	6205
"66281"	731005	239232	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"42414"	872648324	335034	5	0	"2001/01/10"	"2001/04/14"	1	-1
"169353"	3885928068	337542	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"102252"	2121633412	538598	5	0	"2001/01/10"	"2001/08/30"	1	2522131
"175233"	757444	221652	5	0	"2001/01/10"	"2001/03/16"	1	2522535
"170521"	3923676804	251075	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"88646"	1840418436	256063	3	0	"2001/01/10"	"2001/07/31"	1	46335
"251389"	787328	241261	5	0	"2001/01/10"	"2001/04/01"	1	-1
"99409"	2047184516	327080	5	0	"2001/01/10"	"2001/01/18"	1	2522131
"211383"	770084	452881	5	0	"2001/01/10"	"2001/02/23"	1	6205
"78636"	733101	533878	5	0	"2001/01/10"	"2001/03/23"	1	3321654
"21303"	722325	295415	5	0	"2001/01/10"	"2001/07/11"	1	2531403
"152157"	3499462276	240913	5	0	"2001/01/10"	"2001/03/29"	1	6205
"79853"	733924	210284	4	0	"2001/01/10"	"2001/06/10"	1	3321654
"111318"	738366	224762	3	0	"2001/01/10"	"2001/04/20"	1	2522131
"201023"	767089	533234	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"19008"	458198660	241636	5	0	"2001/01/10"	"2001/05/18"	1	2531403
"113236"	739625	353635	5	0	"2001/01/10"	"2001/03/07"	1	2522131
"241572"	782224	345500	5	0	"2001/01/10"	"2001/02/04"	1	2531398
"180492"	760416	268021	4	0	"2001/01/10"	"2003/06/02"	1	-1
"167555"	3846540932	298724	3	0	"2001/01/10"	"2001/09/07"	1	2522482
"271876"	798065	419464	5	0	"2001/01/10"	"2001/09/28"	1	2531403
"262308"	792663	241636	4	0	"2001/01/10"	"2001/06/21"	1	2531403
"223073"	774195	554931	5	0	"2001/01/10"	"2001/02/07"	1	-1
"217205"	771973	1143115652	4	0	"2001/01/10"	"2001/03/09"	1	6205
"299344"	812394	453992	4	0	"2001/01/10"	"2001/03/08"	1	2522726
"223867"	774565	216022	5	0	"2001/01/10"	"2001/02/07"	1	-1
"167592"	3846672004	210284	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"253595"	788220	398870	5	0	"2001/01/10"	"2001/01/31"	1	2531403
"60682"	728979	331570	4	0	"2001/01/10"	"2001/08/16"	1	2522499
"131320"	2921959044	336990	5	0	"2001/01/10"	"2002/03/10"	1	2521901
"186365"	762666	276559	5	0	"2001/01/10"	"2001/09/28"	1	2522488
"163027"	754223	356976	5	0	"2001/01/10"	"2001/06/20"	1	2518365
"104391"	2184613508	207934	2	1	"2001/01/10"	"2002/12/24"	1	2522131
"80611"	734145	350765	5	0	"2001/01/10"	"2001/09/28"	1	3321654
"102855"	2137034372	370724	5	0	"2001/01/10"	"2001/08/30"	1	2522131
"300757"	813023	527215	5	0	"2001/01/10"	"2001/08/07"	1	2522726
"275368"	799595	203962	4	0	"2001/01/10"	"2001/11/15"	1	2531403
"201763"	767270	397343	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"91165"	735769	219050	4	0	"2001/01/10"	"2001/01/26"	1	46335
"218181"	772160	206924	5	0	"2001/01/10"	"2001/03/09"	1	6205
"40856"	727396	244271	5	0	"2001/01/10"	"2003/05/15"	1	2522498
"218890"	772486	232969	5	0	"2001/01/10"	"2001/03/09"	1	6205
"96314"	1939836548	483860	5	0	"2001/01/10"	"2001/01/18"	1	2522131
"157658"	3724643972	458367	2	1	"2001/01/10"	"2001/11/15"	1	165915759489
"66660"	731090	210362	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"140077"	3155725956	412995	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"14554"	721426	221652	5	0	"2001/01/10"	"2001/03/15"	1	2522488
"297371"	811544	3215560580	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"110146"	2423426692	236191	5	0	"2001/01/10"	"2001/04/20"	1	2522131
"66985"	731232	288822	3	0	"2001/01/10"	"2001/09/06"	1	2522499
"128254"	2773061252	365973	5	0	"2001/01/10"	"2001/02/11"	1	2521901
"93683"	737241	293646	3	0	"2001/01/10"	"2001/01/26"	1	46335
"219288"	772615	759992196	5	0	"2001/01/10"	"2001/03/09"	1	-1
"131797"	2945355396	224115	5	0	"2001/01/10"	"2002/03/10"	1	2521901
"189277"	763779	304628	5	0	"2001/01/10"	"2001/08/04"	1	2522488
"299305"	812370	463232	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"280827"	803286	497285	5	0	"2001/01/10"	"2003/05/10"	1	2531403
"140189"	3161689732	210284	5	0	"2001/01/10"	"2001/04/10"	1	-1
"272530"	798558	266633	4	0	"2001/01/10"	"2001/09/28"	1	2531403
"186596"	762788	539856	5	0	"2001/01/10"	"2001/09/28"	1	2522488
"64452"	730485	371087	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"19704"	479039108	231974	3	0	"2001/01/10"	"2001/03/27"	1	2531403
"150378"	751939	290844	5	0	"2001/01/10"	"2001/03/07"	1	2522317
"285678"	806241	531696	4	1	"2001/01/10"	"2001/10/30"	1	2522726
"42288"	869568132	320227	5	0	"2001/01/10"	"2001/04/14"	1	2522535
"133555"	747277	338015	5	0	"2001/01/10"	"2001/04/19"	1	2521901
"300413"	812870	355176	5	0	"2001/01/10"	"2001/08/07"	1	-1
"189863"	763906	551841	4	0	"2001/01/10"	"2001/08/04"	1	2522488
"246569"	785043	361137	4	0	"2001/01/10"	"2001/04/17"	1	2531403
"217737"	772055	418988	5	0	"2001/01/10"	"2001/03/09"	1	6205
"284794"	805833	281484	3	0	"2001/01/10"	"2001/01/18"	1	2522726
"125885"	745184	205639	5	0	"2001/01/10"	"2001/05/13"	1	2531389
"300648"	812978	315491	5	0	"2001/01/10"	"2001/08/07"	1	2522726
"37750"	726260	239231	5	0	"2001/01/10"	"2003/04/28"	1	2522498
"106690"	2256047748	368725	5	0	"2001/01/10"	"2001/09/12"	1	2522131
"118019"	742610	245500	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"80525"	734140	329367	5	0	"2001/01/10"	"2001/09/28"	1	-1
"175853"	757795	380526	5	0	"2001/01/10"	"2001/03/16"	1	2522535
"178924"	759567	526122	5	0	"2001/01/10"	"2003/06/02"	1	2531389
"204028"	767887	359543	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"50282"	1065717380	241261	5	0	"2001/01/10"	"2001/02/07"	1	-1
"191436"	764306	293646	5	0	"2001/01/10"	"2001/06/21"	1	2522488
"156154"	3678899844	234958	5	0	"2001/01/10"	"2001/09/06"	1	165915759489
"114009"	740191	246616	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"288136"	807309	590106	5	0	"2001/01/10"	"2001/08/21"	1	2522726
"84062"	1647480452	313278	5	0	"2001/01/10"	"2001/10/30"	1	46335
"236794"	779785	381452	5	0	"2001/01/10"	"2001/02/04"	1	6205
"138556"	3132264068	222557	5	0	"2001/01/10"	"2001/01/18"	1	2522535
"141894"	3216346756	293940	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"134493"	748010	245500	5	0	"2001/01/10"	"2001/04/19"	1	2521901
"281985"	804220	553566	5	0	"2001/01/10"	"2001/02/06"	1	2531403
"298869"	4137913988	502002	3	0	"2001/01/10"	"2001/03/08"	1	2522726
"261000"	792004	200500	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"270927"	797532	448594	5	0	"2001/01/10"	"2001/09/28"	1	2531403
"130757"	2894564996	210284	4	0	"2001/01/10"	"2002/03/10"	1	2521901
"93120"	736899	372831	5	0	"2001/01/10"	"2001/01/26"	1	46335
"241169"	782133	560346	5	0	"2001/01/10"	"2001/02/04"	1	2531398
"153050"	3533213316	590420	5	0	"2001/01/10"	"2001/03/29"	1	165915759489
"137803"	3097398916	233068	5	0	"2001/01/10"	"2001/03/28"	1	2522535
"69982"	1351650948	223618	5	0	"2001/01/10"	"2001/03/27"	1	3321654
"56575"	1210486404	317816	5	0	"2001/01/10"	"2001/02/09"	1	2522499
"14161"	721307	243427	5	0	"2001/01/10"	"2001/03/15"	1	2522488
"30995"	717065860	210284	4	0	"2001/01/10"	"2001/08/23"	1	2522495
"77510"	732501	238687	5	0	"2001/01/10"	"2001/03/23"	1	3321654
"27533"	650546820	202028	5	0	"2001/01/10"	"2001/11/29"	1	2531403
"194340"	765353	548028	5	0	"2001/01/10"	"2001/04/17"	1	2522488
"128382"	2780073604	249622	5	0	"2001/01/10"	"2001/02/11"	1	2521901
"290025"	808198	262893	5	0	"2001/01/10"	"2001/01/22"	1	2522726
"157931"	3732049540	263022	4	0	"2001/01/10"	"2001/11/15"	1	2518365
"157164"	3704589956	410002	5	0	"2001/01/10"	"2001/11/15"	1	165915759489
"167329"	3839921796	241374	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"192102"	764482	558451	4	0	"2001/01/10"	"2003/01/03"	1	2522488
"124755"	744273	263801	3	0	"2001/01/10"	"2001/05/13"	1	2531389
"248377"	785829	213810	5	0	"2001/01/10"	"2001/04/01"	1	2531403
"211744"	770202	209513	5	0	"2001/01/10"	"2001/02/23"	1	-1
"38013"	726325	301949	5	0	"2001/01/10"	"2003/04/28"	1	2522498
"104488"	2188873348	319609	5	0	"2001/01/10"	"2002/12/24"	1	2522131
"113599"	739908	386644	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"52545"	1111789188	238050	5	0	"2001/01/10"	"2001/01/23"	1	2522499
"201482"	767192	521607	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"256765"	789682	232924	4	0	"2001/01/10"	"2001/08/05"	1	2531403
"231938"	777849	301282	4	0	"2001/01/10"	"2001/01/31"	1	6205
"20764"	510234244	201228	5	0	"2001/01/10"	"2001/05/22"	1	2531403
"51190"	1084919428	353731	5	0	"2001/01/10"	"2001/02/07"	1	2522499
"150374"	751939	241261	5	0	"2001/01/10"	"2001/03/07"	1	2522317
"98488"	2018020996	233472	5	0	"2001/01/10"	"2001/01/18"	1	2522131
"164343"	754908	245500	5	0	"2001/01/10"	"2001/06/20"	1	2518365
"194316"	765351	285896	5	0	"2001/01/10"	"2001/04/17"	1	2522488
"238286"	780608	411293	5	0	"2001/01/10"	"2001/02/04"	1	6205
"90019"	734883	234283	3	0	"2001/01/10"	"2001/01/21"	1	-1
"189476"	763835	327477	5	0	"2001/01/10"	"2001/08/04"	1	2522488
"268335"	796007	256175	5	0	"2001/01/10"	"2001/06/12"	1	2531403
"24619"	723680	558451	5	0	"2001/01/10"	"2002/01/13"	1	2522726
"191828"	764452	292019	5	0	"2001/01/10"	"2003/01/03"	1	2522488
"242132"	782424	719398	5	0	"2001/01/10"	"2001/02/04"	1	2531398
"296751"	811197	552427	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"14713"	721509	260558	5	0	"2001/01/10"	"2001/03/15"	1	2522488
"134529"	748082	317816	5	0	"2001/01/10"	"2001/04/19"	1	2521901
"16015"	380669572	234885	5	0	"2001/01/10"	"2001/03/15"	1	2531398
"66124"	730970	274003	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"19493"	474320516	1640730500	5	0	"2001/01/10"	"2001/05/18"	1	2531403
"10058"	294751876	276559	5	0	"2001/01/10"	"2001/04/10"	1	2522488
"65366"	730811	459085	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"220376"	773050	242696	5	0	"2001/01/10"	"2001/04/23"	1	6205
"196122"	765836	465597	5	0	"2001/01/10"	"2001/10/20"	1	2522488
"57475"	1232768644	200762	5	0	"2001/01/10"	"2001/02/09"	1	2522499
"180204"	760181	515741	5	0	"2001/01/10"	"2003/06/02"	1	2522131
"223358"	774306	245989	4	0	"2001/01/10"	"2001/02/07"	1	6205
"91168"	735776	451811	3	0	"2001/01/10"	"2001/01/26"	1	46335
"235984"	779308	392076	5	0	"2001/01/10"	"2001/01/31"	1	6205
"182839"	761675	462639	5	0	"2001/01/10"	"2002/02/18"	1	2531404
"39318"	726719	291301	4	0	"2001/01/10"	"2003/05/15"	1	2522498
"292466"	809109	552160	4	0	"2001/01/10"	"2001/01/22"	1	2522726
"267606"	795612	269964	5	0	"2001/01/10"	"2002/02/15"	1	2531403
"56957"	1219333764	225095	5	0	"2001/01/10"	"2001/03/16"	1	2522499
"214711"	771206	292402	5	0	"2001/01/10"	"2001/03/09"	1	6205
"144943"	749808	304628	5	0	"2001/01/10"	"2001/06/23"	1	2522535
"253314"	788151	294049	5	0	"2001/01/10"	"2001/01/31"	1	2531403
"289403"	807815	200922	5	0	"2001/01/10"	"2001/09/02"	1	2522726
"79585"	733777	353635	4	0	"2001/01/10"	"2001/06/10"	1	3321654
"246394"	784978	293646	5	0	"2001/01/10"	"2001/04/17"	1	2531403
"236199"	779429	435563	5	0	"2001/01/10"	"2001/01/31"	1	6205
"28317"	724837	238687	3	0	"2001/01/10"	"2001/02/22"	1	2531403
"209738"	769352	250580	4	0	"2001/01/10"	"2001/02/23"	1	6205
"141211"	3199438468	261183	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"14584"	721426	204418	4	0	"2001/01/10"	"2001/03/15"	1	2522488
"257970"	790307	346081	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"281531"	803813	433045	5	0	"2001/01/10"	"2001/02/06"	1	2531403
"132689"	746617	208103	5	0	"2001/01/10"	"2001/04/19"	1	2521901
"65549"	1275563652	213920	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"219222"	772608	223418	5	0	"2001/01/10"	"2001/03/09"	1	6205
"238589"	780781	398624	5	1	"2001/01/10"	"2001/02/04"	1	6205
"157588"	3720384132	263022	5	0	"2001/01/10"	"2001/11/15"	1	2518365
"146126"	750344	234388	5	0	"2001/01/10"	"2001/08/20"	1	2522535
"280555"	4114321028	536194	5	0	"2001/01/10"	"2003/05/10"	1	2531403
"37185"	847810180	306614	5	0	"2001/01/10"	"2003/04/28"	1	2522498
"55031"	1165069956	299659	5	0	"2001/01/10"	"2001/02/09"	1	2522499
"96123"	1933217412	310409	4	0	"2001/01/10"	"2001/02/17"	1	2522131
"77709"	732616	261079	5	0	"2001/01/10"	"2001/03/23"	1	3321654
"230075"	777234	310721	5	0	"2001/01/10"	"2001/01/31"	1	6205
"45714"	956993156	312000	5	0	"2001/01/10"	"2001/03/29"	1	2522499
"145442"	750056	293646	5	0	"2001/01/10"	"2001/08/20"	1	2522535
"6138"	719646	366977	5	0	"2001/01/10"	"2001/10/27"	1	-1
"262668"	792926	375488	5	0	"2001/01/10"	"2001/06/21"	1	2531403
"88352"	1825607300	439175	5	1	"2001/01/10"	"2001/07/31"	1	46335
"68730"	731767	256176	5	0	"2001/01/10"	"2001/09/06"	1	2522535
"248013"	785435	281871	5	0	"2001/01/10"	"2001/04/01"	1	-1
"201153"	767112	380461	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"52466"	1108512388	249990	5	0	"2001/01/10"	"2001/01/23"	1	2522499
"73949"	1479052932	441103	5	0	"2001/01/10"	"2001/01/26"	1	3321654
"242583"	782720	323904	5	0	"2001/01/10"	"2001/02/04"	1	2531398
"92355"	736385	326177	5	0	"2001/01/10"	"2001/01/26"	1	46335
"141605"	3213135492	305504	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"232880"	778154	239562	4	0	"2001/01/10"	"2001/01/31"	1	6205
"201765"	767270	397349	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"44433"	728002	570943	5	0	"2001/01/10"	"2001/06/21"	1	30971265
"165086"	755222	216022	5	1	"2001/01/10"	"2001/06/20"	1	165915759489
"219610"	772756	548426	4	0	"2001/01/10"	"2001/03/09"	1	6205
"230128"	777256	365569	5	0	"2001/01/10"	"2001/01/31"	1	6205
"230002"	777220	351084	4	0	"2001/01/10"	"2001/01/31"	1	6205
"213257"	770699	366089	5	0	"2001/01/10"	"2001/08/22"	1	6205
"106347"	2246479492	246515	5	0	"2001/01/10"	"2001/09/12"	1	2522131
"136582"	3057880708	261524	5	0	"2001/01/10"	"2001/03/13"	1	2522535
"263963"	793483	263196	5	0	"2001/01/10"	"2001/06/21"	1	2531403
"120976"	2528087684	399055	5	0	"2001/01/10"	"2001/05/08"	1	2531389
"86167"	1732021892	245666	5	0	"2001/01/10"	"2001/04/18"	1	46335
"58904"	1260359300	490007	3	0	"2001/01/10"	"2001/02/21"	1	2522499
"203645"	767746	304925	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"114877"	740697	318750	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"58104"	1248693892	234861	5	0	"2001/01/10"	"2001/02/09"	1	2522499
"63248"	730006	281395	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"111283"	738354	318496	5	0	"2001/01/10"	"2001/04/20"	1	2522131
"276862"	800300	437239	5	1	"2001/01/10"	"2001/11/15"	1	2531403
"55754"	1191677572	290844	5	0	"2001/01/10"	"2001/02/09"	1	2522499
"103263"	2145750660	323727	5	0	"2001/01/10"	"2001/08/30"	1	2522131
"28196"	724747	437158	5	0	"2001/01/10"	"2001/02/22"	1	2531403
"82151"	1600753284	302584	5	0	"2001/01/10"	"2001/09/28"	1	46335
"88098"	1815711364	451811	5	0	"2001/01/10"	"2001/07/31"	1	46335
"5858"	719600	289842	5	0	"2001/01/10"	"2001/10/27"	1	-1
"137033"	3073150596	315436	5	0	"2001/01/10"	"2001/03/28"	1	2522535
"180432"	760399	563779	5	0	"2001/01/10"	"2003/06/02"	1	6205
"77719"	732616	262347	5	0	"2001/01/10"	"2001/03/23"	1	3321654
"216465"	771902	248171	5	0	"2001/01/10"	"2001/03/09"	1	6205
"183932"	762030	205639	5	0	"2001/01/10"	"2001/09/28"	1	2522488
"71268"	1389006468	345803	5	0	"2001/01/10"	"2001/03/29"	1	3321654
"151201"	3450441348	224762	4	0	"2001/01/10"	"2001/08/28"	1	6205
"252919"	787977	2799210372	3	0	"2001/01/10"	"2001/01/31"	1	2531403
"288490"	807425	527342	5	0	"2001/01/10"	"2001/08/21"	1	2522726
"221836"	773696	398870	5	0	"2001/01/10"	"2001/10/30"	1	6205
"100768"	2089520772	232144	4	0	"2001/01/10"	"2001/10/28"	1	2522131
"32291"	725916	519113	5	0	"2001/01/10"	"2001/08/23"	1	2522495
"25798"	724304	309973	5	0	"2001/01/10"	"2001/06/29"	1	2522494
"16080"	380669572	200748	4	0	"2001/01/10"	"2001/03/15"	1	2531398
"124232"	743863	210284	5	0	"2001/01/10"	"2001/05/13"	1	2531389
"77669"	732616	261899	5	0	"2001/01/10"	"2001/03/23"	1	3321654
"263931"	793481	256565	5	0	"2001/01/10"	"2001/06/21"	1	2531403
"172840"	756877	381515	5	0	"2001/01/10"	"2001/07/18"	1	2522482
"190484"	764064	240316	4	0	"2001/01/10"	"2001/08/04"	1	2522488
"164537"	755007	1252364164	3	0	"2001/01/10"	"2001/06/20"	1	2518365
"81977"	1591053956	537929	2	0	"2001/01/10"	"2001/09/28"	1	-1
"184663"	762269	235717	5	0	"2001/01/10"	"2001/09/28"	1	2522488
"45577"	955551364	322117	5	0	"2001/01/10"	"2001/03/29"	1	2522499
"54811"	1160416900	286861	5	0	"2001/01/10"	"2001/02/09"	1	2522499
"61848"	729453	432043	5	0	"2001/01/10"	"2001/08/16"	1	2522499
"283814"	805403	233412	5	0	"2001/01/10"	"2002/09/15"	1	2522726
"21286"	722325	232144	5	0	"2001/01/10"	"2001/07/11"	1	2531403
"80534"	734140	281207	5	0	"2001/01/10"	"2001/09/28"	1	-1
"173399"	757067	376706	5	0	"2001/01/10"	"2002/04/10"	1	2522482
"100795"	2091093636	337384	5	0	"2001/01/10"	"2001/10/28"	1	2522131
"197621"	766308	356104	5	0	"2001/01/10"	"2001/10/20"	1	2522488
"175100"	3983576708	234958	4	0	"2001/01/10"	"2001/03/16"	1	2522535
"139520"	3147665028	277533	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"173846"	757241	239371	5	0	"2001/01/10"	"2002/04/10"	1	2522482
"35839"	819367556	209674	3	1	"2001/01/10"	"2001/06/13"	1	2522498
"254255"	788508	210284	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"241420"	782207	542694	4	0	"2001/01/10"	"2001/02/04"	1	2531398
"184973"	762353	200903	5	0	"2001/01/10"	"2001/09/28"	1	2522488
"158868"	3776745092	204418	5	0	"2001/01/10"	"2001/11/15"	1	2518365
"76176"	1542295172	202028	5	0	"2001/01/10"	"2002/03/10"	1	3321654
"275776"	799728	440628	5	0	"2001/01/10"	"2001/11/15"	1	2531403
"19396"	473861764	303530	5	0	"2001/01/10"	"2001/05/18"	1	2531403
"16452"	721858	281252	4	0	"2001/01/10"	"2001/03/15"	1	2531398
"256251"	789533	248520	3	1	"2001/01/10"	"2001/08/05"	1	2531403
"259050"	790830	396581	3	0	"2001/01/10"	"2001/08/05"	1	2531403
"282797"	804949	330839	4	0	"2001/01/10"	"2001/02/06"	1	2531403
"215239"	771380	215415	5	0	"2001/01/10"	"2001/03/09"	1	-1
"219522"	772718	623887	5	1	"2001/01/10"	"2001/03/09"	1	6205
"238714"	780848	503243	5	0	"2001/01/10"	"2001/02/04"	1	6205
"75428"	1509396100	210284	4	0	"2001/01/10"	"2002/03/10"	1	3321654
"279123"	802074	436741	4	0	"2001/01/10"	"2001/03/23"	1	2531403
"199441"	766735	207041	2	0	"2001/01/10"	"2001/10/06"	1	2522488
"188367"	763481	356034	4	0	"2001/01/10"	"2001/08/04"	1	2522488
"300797"	813039	390490	4	0	"2001/01/10"	"2001/08/07"	1	2522726
"53901"	1143508612	380175	5	0	"2001/01/10"	"2001/08/16"	1	2522499
"88884"	1854508676	451811	5	0	"2001/01/10"	"2001/07/31"	1	46335
"152923"	3528298116	224409	5	0	"2001/01/10"	"2001/03/29"	1	2518365
"130200"	2868350596	210284	4	0	"2001/01/10"	"2002/03/10"	1	2521901
"173693"	757110	240417	5	0	"2001/01/10"	"2002/04/10"	1	2522482
"298067"	812007	458735	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"166936"	3825962628	333720	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"84578"	1671597700	1072336772	5	0	"2001/01/10"	"2001/05/05"	1	46335
"153904"	3566177924	290331	5	0	"2001/01/10"	"2001/03/29"	1	165915759489
"50629"	1073516164	350170	4	0	"2001/01/10"	"2001/02/07"	1	2522499
"287658"	807129	210284	5	0	"2001/01/10"	"2001/08/21"	1	2522726
