V1	V2	V3	V6
770961	348870	5	2001/03/09
767239	515359	4	2002/02/14
3178008196	233054	5	2001/04/10
3968372356	242696	4	2001/03/16
741653	280654	5	2001/07/13
732728	257987	5	2001/03/23
750899	365394	4	2001/03/07
765231	420098	5	2003/01/03
2903150212	301950	5	2002/03/10
762184	245500	5	2001/09/28
721172	322117	5	2001/03/15
724516	201138	5	2001/06/29
2941161092	272378	5	2002/03/10
4006973060	249399	5	2003/06/02
1049726596	204204	5	2001/02/07
776788	298954	3	2001/01/31
3960442500	202559	5	2002/04/10
763795	294947	4	2001/08/04
765788	350765	5	2001/10/20
1390120580	307076	4	2001/03/29
732694	562458	5	2001/03/23
1900252804	2605617028	3	2001/02/17
3959197316	345803	5	2002/04/10
763842	293986	5	2001/08/04
755347	261639	5	2001/06/20
777559	267748	5	2001/01/31
1792773764	303530	5	2001/07/31
748745	393223	5	2001/04/10
741781	362628	5	2001/07/13
737355	243659	5	2001/01/26
752544	262226	5	2001/06/20
2384170628	210284	5	2001/04/20
781999	277444	3	2001/02/04
740463	255623	5	2001/07/13
761174	250364	5	2002/02/18
732616	542885	5	2001/03/23
781705	279606	5	2001/02/04
754668	294260	5	2001/06/20
740028	282870	3	2001/07/13
771996	983404420	4	2001/03/09
725066	299602	5	2002/07/13
721611	350727	5	2001/03/15
766898	407544	5	2001/10/29
763578	201915	5	2001/08/04
733106	252936	3	2001/03/23
982093444	241496	4	2002/02/21
761941	312810	4	2001/09/28
3575811716	213509	5	2001/11/28
781256	537513	4	2001/02/04
725805	257170	4	2001/08/23
1428131460	202559	5	2002/07/31
3931999876	229113	5	2002/04/10
738913	342772	5	2001/04/20
833982084	309398	4	2003/04/28
735232	210284	5	2001/06/16
754011	380658	5	2001/06/20
379686532	719342	3	2001/03/15
774202	448594	5	2001/02/07
2817887876	288445	2	2002/03/10
1457688196	461876	5	2001/10/15
753513	265056	5	2001/06/20
2464255620	347301	5	2001/07/13
2393476740	492685	3	2001/04/20
3456208516	206437	5	2001/08/28
1437634180	249990	5	2002/07/31
3790114436	437448	3	2001/06/20
3480784516	259809	5	2001/03/29
1226149508	210284	5	2001/03/16
724021	318099	4	2002/01/13
721225	448594	3	2001/03/15
1544720004	228431	5	2001/03/23
2234355332	288238	4	2001/09/12
762253	299602	4	2001/09/28
1417973380	200938	5	2003/05/26
1293323908	381452	5	2001/09/06
243371652	243081	5	2001/03/29
763795	294288	3	2001/08/04
1191677572	309973	5	2001/02/09
762542	533229	5	2001/09/28
1058246276	200338	5	2001/02/07
265719428	303530	5	2001/03/29
728328	210284	4	2001/06/21
761931	461876	5	2001/09/28
772656	202872	5	2001/03/09
730166	204549	5	2001/09/06
3928329860	322397	5	2001/09/07
778687	467498	5	2001/01/31
3555102340	224115	5	2001/03/29
746043	287304	5	2001/04/19
738890	237120	5	2001/04/20
722368	210284	4	2001/07/11
777581	406014	4	2001/01/31
735059	276792	5	2001/06/16
527339140	342024	5	2001/09/18
722099	294049	5	2001/05/22
767128	242696	5	2002/02/14
775214	208743	4	2001/02/07
696225412	227427	3	2001/08/23
721248	240913	5	2001/03/15
1567329924	231615	5	2001/09/28
3344862852	210284	5	2001/03/07
748977	447478	3	2001/04/10
1814269572	1896583044	4	2001/07/31
3846147716	210284	5	2001/09/07
768125	342046	5	2002/02/14
768540	250364	5	2002/02/14
1617661572	211554	5	2001/09/28
1725337220	1490718596	5	2001/05/05
749524	239694	5	2002/05/11
2173996676	342772	5	2002/12/24
1632603780	224115	5	2001/10/30
2804715140	210284	5	2001/02/11
763779	276559	5	2001/08/04
721176	345803	5	2001/03/15
580750980	253291	4	2001/06/29
223972996	204945	4	2001/03/29
1730842244	241729	5	2001/04/18
781852	294757	5	2001/02/04
2746257028	241374	5	2001/02/11
764383	233969	5	2003/01/03
782732932	282870	5	2001/05/11
779742	428192	5	2001/02/04
1631030916	346777	3	2001/10/30
769383	239432	5	2001/02/23
1460178564	346537	5	2001/10/15
763578	321498	5	2001/08/04
626691716	330501	4	2001/11/29
3574435460	525533	5	2001/11/28
942313092	490133	4	2001/06/21
568036996	2605617028	5	2002/01/13
2636091012	336718	3	2001/03/19
2308411012	277548	5	2001/09/12
765563	306614	5	2001/10/20
3744960132	205765	5	2001/11/15
769648	336990	5	2001/02/23
756037	416547	5	2001/09/07
733101	700005	5	2001/03/23
759786	210284	3	2003/06/02
3919941252	282884	4	2001/09/07
1219333764	223559	5	2001/03/16
1431670404	301949	5	2002/07/31
728716	245500	2	2002/02/16
3073150596	315231	4	2001/03/28
1776324228	326177	4	2001/07/31
732925572	204418	5	2001/08/23
355831428	222351	5	2001/03/15
741653	285925	5	2001/07/13
174689924	414859	5	2001/03/29
754097	291357	5	2001/06/20
2715389572	210284	5	2001/05/13
758376	209513	5	2002/06/29
722634	302444	5	2001/07/11
1149996676	350626	3	2001/02/09
759852	550696	5	2003/06/02
2655424132	250954	5	2001/02/11
757241	240913	5	2002/04/10
739586	416547	5	2001/03/07
3001519748	346777	4	2001/06/06
1820429956	216198	5	2001/07/31
831295108	277804	4	2001/05/17
761073	537940	5	2002/02/18
3035401860	247388	4	2001/06/06
741148	459085	5	2001/07/13
177639044	262760	5	2001/03/29
3230305924	368762	5	2001/08/20
740463	311513	5	2001/07/13
735808	346777	3	2001/01/26
743286	323666	5	2001/07/13
1366462084	768446340	4	2001/03/27
2109902468	626193	5	2001/08/30
757048	203783	4	2002/04/10
775131	231594	5	2001/02/07
771162	533234	5	2001/03/09
2500431492	401356	4	2001/05/08
768903	256565	5	2002/02/14
2757594756	2145292164	5	2001/02/11
770570	288478	5	2001/02/23
767699	389801	5	2002/02/14
749161	259333	5	2001/08/22
752532	205028	3	2001/06/20
2384170628	417618	5	2001/04/20
1632079492	201915	5	2001/10/30
758937	356800	4	2003/06/02
198348420	424778	5	2001/03/29
3411644036	202559	2	2001/03/07
1308200580	461831	4	2001/09/06
728178	492102	3	2001/06/21
726282	432466	5	2003/04/28
722281	234350	4	2001/05/22
778818	372535	5	2001/01/31
768494	232969	5	2002/02/14
334139012	520989	4	2001/03/15
883396228	228431	5	2001/04/04
1917881988	203772	5	2001/02/17
1123716740	309354	5	2001/01/23
754026	213850	5	2001/06/20
729578	215880	5	2001/08/16
773361284	233481	5	2001/05/11
732296	311641	5	2001/03/23
1077710468	286861	5	2001/02/07
1008766596	204506	5	2001/03/19
769831	343568	5	2001/02/23
762078	380461	5	2001/09/28
773587	208905	5	2001/10/30
769921	250895	5	2001/02/23
729042	264873	5	2001/08/16
318738052	563800	5	2001/04/10
739112	204945	3	2001/03/07
728646	345803	5	2002/02/16
776246	413254	4	2002/07/31
768968	299846	5	2001/02/23
1232768644	252936	5	2001/02/09
736590	372171	5	2001/01/26
3574435460	243427	5	2001/11/28
3896151684	209674	4	2001/09/07
1076596356	1925549956	5	2001/02/07
1042452100	416547	5	2001/05/20
3954085508	203696	5	2002/04/10
726832	279675	5	2003/05/15
727459	200748	5	2003/05/15
720412	350626	5	2001/01/21
3356266116	284327	3	2001/03/07
4047146628	657020	3	2001/10/20
760787	3278409604	5	2003/06/02
2449510020	205270	4	2001/07/13
414158468	256565	5	2001/05/18
2847641220	483668	5	2002/03/10
1256820356	238687	5	2001/02/09
750474	236850	4	2001/03/07
762721	250580	4	2001/09/28
719715	540812	5	2002/02/17
777023	289229	5	2001/01/31
722331	277629	4	2001/07/11
2150010500	211801	5	2001/08/30
761971	337542	4	2001/09/28
726588	300458	5	2003/05/15
720300	476256	5	2001/08/08
752089	294260	4	2001/01/24
729243	203772	5	2001/08/16
765351	356483	5	2001/04/17
2076937860	317816	2	2001/01/18
779131	233054	5	2001/01/31
1811517060	418534	5	2001/07/31
734079	269106	4	2001/09/28
724021	290844	5	2002/01/13
994414212	324500	5	2001/03/19
2130087556	372171	5	2001/08/30
1136627332	432043	5	2001/01/25
1389006468	233969	5	2001/03/29
2301267588	243972	2	2001/09/12
761772	247034	5	2001/09/28
3925446276	405503	5	2001/09/07
721726	333004	5	2001/03/15
780261	203971	5	2001/02/04
3977023108	448594	3	2001/03/16
726453	209513	4	2003/05/15
1075285636	203696	5	2001/02/07
3937832580	323955	5	2002/04/10
727250	313693	5	2003/05/15
735772	326177	3	2001/01/26
766191	342702	5	2001/10/20
780984	414559	5	2001/02/04
1007193732	1604161412	5	2001/03/19
756167	527903	5	2001/09/07
758337	402326	5	2002/06/29
1031114372	416066	5	2001/03/19
3749285508	200474	5	2001/11/15
3511193220	200887	5	2001/03/29
1304268420	365973	5	2001/09/06
758413	240756	5	2003/06/02
2496040580	260375	5	2001/05/08
198348420	210362	5	2001/03/29
761717	243014	5	2002/02/18
764606	263350	4	2003/01/03
1096519300	249990	5	2001/03/14
228691588	350626	4	2001/03/29
465735300	402326	5	2001/05/18
730509	200595	5	2001/09/06
1056411268	312000	5	2001/02/07
731875	312171	5	2001/09/06
682462852	321708	4	2001/08/23
442142340	644842	4	2001/05/18
762362	304925	5	2001/09/28
765382	372535	5	2001/04/17
2496040580	315214	5	2001/05/08
753800	298576	5	2001/06/20
1744539268	378379	5	2001/04/18
2030472836	200762	5	2001/01/18
732394	534929	5	2001/03/23
736622	372171	5	2001/01/26
3274804868	301949	4	2001/01/22
656969348	242175	5	2001/11/29
767434	235766	5	2002/02/14
3566177924	266240	5	2001/03/29
2426900100	263761	4	2001/04/20
774248	279580	5	2001/02/07
761020	257170	5	2003/06/02
2085457540	557502	5	2001/10/28
3880685188	244708	5	2001/09/07
767725	408303	5	2002/02/14
756957	304925	4	2001/07/18
2111344260	266312	5	2001/08/30
818777732	204418	5	2001/06/13
734140	255181	5	2001/09/28
2199948932	431998	5	2001/09/12
2376830596	708757	5	2001/04/20
767228	263063	4	2002/02/14
729569	210284	5	2001/08/16
1682083460	1073647492	5	2001/05/05
757444	588197	5	2001/03/16
743038	549256	5	2001/07/13
752634	326839	5	2001/06/20
3642658436	309681	3	2001/04/20
3872099972	356976	5	2001/09/07
740328	242644	4	2001/07/13
768390	241362	5	2002/02/14
1842450052	200338	3	2001/07/31
3750792836	233600	5	2001/11/15
742240	320227	5	2001/07/13
1642106500	511280	5	2001/10/30
1958579844	252302	5	2001/01/18
3887500932	538598	2	2001/09/07
740463	307413	5	2001/07/13
750307	524875	5	2001/08/20
779002	393732	5	2001/01/31
752197	236850	5	2001/01/24
1611894404	569572	5	2001/09/28
727373	299602	5	2003/05/15
780250	234283	4	2001/02/04
1365806724	233481	5	2001/03/27
4005138052	363420	5	2002/06/29
2802355844	361404	5	2001/02/11
3898773124	269964	4	2001/09/07
3968372356	322117	3	2001/03/16
773050	334400	5	2001/03/09
624463492	204945	5	2001/11/29
733360	206924	5	2001/02/06
742599	210284	4	2001/07/13
755802	210284	5	2001/06/20
749203	232969	5	2001/08/22
1736085124	302583	5	2001/04/18
769640	535161	5	2001/02/23
3696332420	1640730500	5	2001/11/15
720793	241636	5	2001/04/10
742746	259454	5	2001/07/13
729866	210185	5	2001/08/16
2857340548	485165	5	2002/03/10
727883	268468	5	2001/06/21
3450441348	270040	5	2001/08/28
2589691524	1131122564	5	2001/05/08
770840	516855	5	2001/03/09
814976644	423604	3	2001/05/11
3507588740	333720	5	2001/03/29
2104659588	1558351748	5	2001/01/24
741221	519658	5	2001/07/13
3020394116	266312	5	2001/06/06
686984836	242266	4	2001/08/23
3725364868	202911	3	2001/11/15
776378	380112	5	2001/01/31
640585348	295723	5	2001/11/29
772135	204441	5	2001/03/09
268799620	533878	5	2001/03/29
768943	338015	5	2001/02/23
185503364	346537	5	2001/03/29
733925	307076	5	2001/06/10
778930	233981	5	2001/01/31
294751876	408618	5	2001/04/10
765823	391008	5	2001/10/20
3149237892	306254	5	2001/04/10
3438186116	2450755460	4	2001/08/28
723130	408084	3	2001/07/11
769525	343409	3	2001/02/23
3483930244	210284	5	2001/03/29
829787780	204780	5	2001/06/13
751939	241578	5	2001/03/07
755578	210495	4	2001/06/20
774161	364257	5	2001/02/07
773483	1936035716	5	2001/10/30
779009	411391	5	2001/01/31
2818215556	241261	5	2002/03/10
781851	461145	5	2001/02/04
756964	257572	5	2001/07/18
4011691652	209513	5	2003/06/02
721253	302684	4	2001/03/15
722540	233969	5	2001/07/11
771545	549229	5	2001/03/09
765825	264620	4	2001/10/20
3143339652	319784	4	2001/04/10
723423	262919	4	2001/09/18
345804420	205491	5	2001/03/15
738142	210284	5	2001/04/20
3412561540	323666	4	2001/03/07
492473988	210284	5	2001/05/22
765869	294288	4	2001/10/20
777121	542869	5	2001/01/31
770247	302684	4	2001/02/23
740787	302584	5	2001/07/13
2798947972	308851	2	2001/02/11
781905	442980	5	2001/02/04
778866308	561439	5	2001/05/11
778287	200338	5	2001/01/31
766348	234283	5	2001/10/06
1632079492	322132	5	2001/10/30
285511300	203270	5	2001/04/10
993627780	564984	4	2001/03/19
338202244	339894	5	2001/03/15
968134276	408247	2	2002/01/05
2643824260	255623	5	2001/03/19
724590	381267	5	2001/11/29
3721039492	361989	5	2001/11/15
3011874436	401711	5	2001/06/06
1249808004	293256	4	2001/02/09
749074	290331	5	2001/08/22
2615840388	208283	5	2001/03/19
1067290244	255181	5	2001/02/07
735117	301797	5	2001/06/16
355831428	283312	5	2001/03/15
736462	681225	5	2001/01/26
1486327428	303530	5	2001/01/26
836472452	301950	5	2003/04/28
726230	311497	5	2003/04/28
3127283332	273066	5	2001/01/18
743037	261568	5	2001/07/13
766019	243014	5	2001/10/20
764178	494913	5	2001/08/04
4048260740	519684	5	2001/10/06
1217498756	224115	2	2001/03/16
763460	244506	5	2001/08/04
729625	222351	5	2001/08/16
764344	310391	5	2001/06/21
823430788	256175	5	2001/06/13
519736964	212365	5	2001/09/18
465866372	431998	5	2001/05/18
733101	234901	5	2001/03/23
219057796	603590	5	2001/03/29
1256820356	262760	5	2001/02/09
768338	294288	5	2002/02/14
4028927620	3215626116	5	2003/06/02
803507844	335034	5	2001/05/11
1122864772	233969	5	2001/01/23
2717879940	201336	5	2001/05/13
731768	236616	5	2001/09/06
756783	342046	3	2001/07/18
764298	336326	5	2001/08/04
727901	380439	4	2001/06/21
962563716	534929	5	2001/03/29
1884982916	325059	5	2001/02/17
303926916	534750	5	2001/04/10
737729	315973	5	2001/02/17
750274	235717	5	2001/08/20
1583713924	352414	5	2001/09/28
767494	216022	5	2002/02/14
1728679556	213600	2	2001/05/05
981765764	260558	5	2002/02/21
770315	442980	5	2001/02/23
780727	216022	3	2001/02/04
726230	225095	5	2003/04/28
864063108	273717	4	2003/04/28
1663471236	2413727620	5	2001/10/12
721021	399055	5	2001/03/15
762880	200204	5	2001/08/04
779745	210284	4	2001/02/04
768673	330501	5	2002/02/14
1098681988	586941	5	2001/03/14
458198660	427614	5	2001/05/18
350129796	369013	5	2001/03/15
769054	256565	5	2001/02/23
1916833412	1509330820	5	2001/02/17
2815856260	334402	5	2002/03/10
2717879940	290625	5	2001/05/13
2568130180	362479	2	2001/05/08
762376	301950	5	2001/09/28
729578	278113	5	2001/08/16
986680964	341013	5	2001/03/19
750015	350727	5	2001/08/20
777559	310721	5	2001/01/31
3007680132	2414907268	5	2001/06/06
2257555076	255044	5	2001/09/12
760936	207186	5	2003/06/02
2016906884	372535	4	2001/01/18
775509	212452	4	2001/02/07
760082	210284	5	2003/06/02
3394080388	429786	5	2001/03/07
2540867204	293732	5	2001/05/08
762554	200500	5	2001/09/28
4043935364	346777	5	2003/01/03
781640	3276312452	3	2001/02/04
833982084	260558	5	2003/04/28
766392	310721	4	2001/10/06
761555	299917	4	2002/02/18
777136	542869	5	2001/01/31
2210172548	210284	5	2001/09/12
720890	277533	4	2001/04/10
4028927620	3269234564	5	2003/06/02
1096519300	241578	5	2001/03/14
771953	333720	5	2001/03/09
767928	293976	4	2002/02/14
322539140	207117	5	2001/04/10
3482226308	205464	4	2001/03/29
739494	441103	5	2001/03/07
765720	263456	5	2001/10/20
752379	206843	4	2001/06/20
724857	279109	4	2001/02/22
744675	300835	5	2001/05/13
774393	350656	4	2001/02/07
750917	558451	5	2001/03/07
768985	200338	5	2001/02/23
2384105092	240348	5	2001/04/20
740965	200396	5	2001/07/13
746043	290624	5	2001/04/19
413699716	1532923780	5	2001/05/18
775933	200762	5	2002/07/31
1642958468	352734	2	2001/10/30
770950	361645	5	2001/03/09
1090424452	380461	5	2001/01/19
1498123908	251205	5	2001/05/07
1994886788	274692	5	2001/01/18
1314819716	210284	5	2001/09/06
723571	207886	5	2001/09/18
733830	225095	5	2001/06/10
2419625604	210512	5	2001/04/20
773452	298954	4	2001/10/30
1108512388	496579	5	2001/01/23
742500	219587	5	2001/07/13
730340	297788	4	2001/09/06
1631751812	414859	5	2001/10/30
773679	369013	5	2001/10/30
779397	532010	5	2001/01/31
2468974212	525533	5	2001/05/08
2139131524	496579	5	2001/08/30
767959	281484	5	2002/02/14
2376437380	309681	5	2001/04/20
779951	324864	5	2001/02/04
3134885508	243427	5	2001/01/18
765418	324305	2	2001/04/17
848596612	269106	4	2003/04/28
2607648388	215880	5	2001/03/19
1280085636	301949	5	2001/09/06
776233	205639	5	2002/07/31
777258	290844	4	2001/01/31
728307	268006	4	2001/06/21
1944817284	246386	4	2001/01/18
1972407940	211554	5	2001/01/18
1020628612	534929	5	2001/03/19
770514	209388	5	2001/02/23
783453828	266406	5	2001/05/11
353341060	334383	5	2001/03/15
725442	209674	4	2001/08/23
268799620	557015	5	2001/03/29
942771844	204358	5	2001/06/21
776615	557672	5	2001/01/31
756201	385423	4	2001/09/07
833982084	268021	4	2003/04/28
3923676804	456789	4	2001/09/07
767364	486816	5	2002/02/14
3379859076	438874	5	2001/03/07
743347	256175	5	2001/05/13
743769	210284	4	2001/05/13
780504708	322397	5	2001/05/11
2160955012	236279	5	2001/08/30
780236	202416	4	2001/02/04
719646	330231	5	2001/10/27
761971	222557	5	2001/09/28
521637508	257241	5	2001/09/18
780066	618131	5	2001/02/04
678530692	1640730500	4	2001/08/23
726123	301396	5	2001/08/23
771380	342772	5	2001/03/09
839224964	222557	5	2003/04/28
4033646212	538528	4	2003/06/02
776956	581139	5	2001/01/31
2166656644	380170	5	2002/12/24
766274	348660	5	2001/10/20
763574	610456	4	2001/08/04
719688	269106	5	2001/10/27
726177	247388	5	2001/08/23
2323353220	210284	4	2001/09/12
726177	342772	5	2001/08/23
767361	332713	5	2002/02/14
781924	365444	4	2001/02/04
722838	416767	5	2001/07/11
2709032580	204945	5	2001/05/13
729664	233481	5	2001/08/16
4028927620	3221327748	4	2003/06/02
769806	293732	4	2001/02/23
763917	209674	4	2001/08/04
777559	349421	5	2001/01/31
781684356	394804	5	2001/05/11
723388	301949	5	2001/09/18
752203	510006	5	2001/01/24
750401	245939	5	2001/03/07
968724100	365394	5	2002/01/05
765982	241261	5	2001/10/20
756476	203044	5	2001/08/23
770440	390070	5	2001/02/23
1885834884	247388	5	2001/02/17
2694876804	210284	5	2001/05/13
3134885508	243102	5	2001/01/18
926649988	311641	5	2001/06/21
754435	216482	5	2001/06/20
1981517444	302444	5	2001/01/18
2040106628	251891	5	2001/01/18
3120402052	247388	5	2001/01/18
735117	366089	5	2001/06/16
777588	380211	5	2001/01/31
743771	255181	5	2001/05/13
773189	318316	5	2001/04/23
1547275908	492102	5	2001/03/23
2773126788	284130	4	2001/02/11
730834	201200	5	2001/09/06
755626	233600	5	2001/06/20
723446	527903	4	2001/09/18
3143470724	337542	5	2001/04/10
1632603780	203241	5	2001/10/30
371953284	324994	5	2001/03/15
764187	552795	5	2001/08/04
766628	257170	5	2001/10/06
3991244420	374988	2	2001/03/16
1005555332	319784	5	2001/03/19
765738	457781	5	2001/10/20
3575221892	496788	5	2001/11/28
3107294852	350170	4	2001/01/18
747546	232373	5	2001/04/19
2865467012	231243	5	2002/03/10
174689924	328936	5	2001/03/29
2772209284	210870	3	2001/02/11
3073150596	447008	5	2001/03/28
2237894276	210284	5	2001/09/12
752634	282012	5	2001/06/20
3215101572	368762	5	2001/04/10
2564394628	210056	5	2001/05/08
1576963716	553461	5	2001/09/28
765141	279544	5	2003/01/03
757171	262347	5	2002/04/10
2007862916	243081	3	2001/01/18
729733	433901	5	2001/08/16
754848	250364	5	2001/06/20
926191236	367823	4	2001/06/21
770607	339396	5	2001/08/22
2643889796	314669	4	2001/03/19
3151203972	307400580	5	2001/04/10
764707	335034	5	2003/01/03
776655	231700	4	2001/01/31
772718	370061	5	2001/03/09
734638	265056	5	2001/01/21
763402	294288	5	2001/08/04
764065	310035	5	2001/08/04
771380	215415	5	2001/03/09
2584972932	351524	3	2001/05/08
3517288068	318099	4	2001/03/29
256347780	235856	5	2001/03/29
781878	253067	4	2001/02/04
774306	368725	4	2001/02/07
721370	399146	5	2001/03/15
725202	210284	4	2001/08/23
554339972	531696	5	2001/09/18
1556516484	374988	5	2001/03/23
2078248580	243284	5	2002/02/17
779131	553567	5	2001/01/31
762877	280501	4	2001/08/04
772056	423487	5	2001/03/09
781268	363895	3	2001/02/04
304647812	290202	3	2001/04/10
1951567492	241496	5	2001/01/18
766348	349482	5	2001/10/06
723624	241729	5	2001/09/18
315657860	210284	3	2001/04/10
429231748	386644	5	2001/05/18
1378389636	205076	4	2001/03/29
2103217796	426066	4	2001/01/24
763427	268227	5	2001/08/04
473665156	322397	4	2001/05/18
2365165188	320719	5	2001/04/20
2471333508	393223	5	2001/05/08
1077710468	235717	5	2001/02/07
769095	290331	5	2001/02/23
732694	312000	5	2001/03/23
1542491780	496741	5	2001/03/23
762427	380658	5	2001/09/28
1503956612	405665	5	2001/05/07
1334480516	324994	5	2001/09/06
766874	489722	5	2001/10/29
748457604	322397	4	2001/08/23
742065	527903	5	2001/07/13
744306	276559	4	2001/05/13
640585348	426286	5	2001/11/29
391483012	234885	4	2001/03/15
202804868	277804	5	2001/03/29
719922	324099	2	2002/02/17
539266692	315530	5	2001/09/18
744523	451179	5	2001/05/13
771589	310853	5	2001/03/09
778897	200204	5	2001/01/31
760222	292269	5	2003/06/02
728123	1362268036	5	2001/06/21
763630	434252	5	2001/08/04
3025112708	333004	4	2001/06/06
2297138820	418570	5	2001/09/12
2392100484	389768	5	2001/04/20
772521	348341	5	2001/03/09
2015727236	346777	3	2001/01/18
777802	655677	5	2001/01/31
729045	206924	5	2001/08/16
826707588	1490915204	5	2001/06/13
764898	306011	5	2003/01/03
1793429124	311717	5	2001/07/31
3133443716	326177	5	2001/01/18
744905	398549	5	2001/05/13
780145	410056	3	2001/02/04
1024691844	312677	5	2001/03/19
386371204	355314	4	2001/03/15
928484996	245500	5	2001/06/21
721617	483583	5	2001/03/15
1815514756	210284	5	2001/07/31
179474052	203900	5	2001/03/29
769264	562458	5	2001/02/23
778999	241261	5	2001/01/31
587894404	210284	5	2001/06/29
1058246276	280831	5	2001/02/07
768034	204418	5	2002/02/14
736590	232969	5	2001/01/26
1511165572	204418	4	2002/03/10
728751	204506	5	2002/02/16
752293	324994	5	2001/08/28
766660	348766	5	2001/10/06
780968	293007	5	2001/02/04
721097	426935	3	2001/03/15
766980	439162	5	2002/02/14
728990	239371	2	2001/08/16
3327626884	303971	2	2001/04/16
3882389124	386644	5	2001/09/07
2300219012	302444	5	2001/09/12
732325	265981	5	2001/03/23
725118	200338	3	2002/07/13
3142094468	485953	5	2001/01/18
756116	446738	5	2001/09/07
3206123140	327612	5	2001/04/10
758082	423230	5	2001/03/16
2302905988	293256	5	2001/09/12
2155122308	326177	5	2001/08/30
2105708164	1505005444	5	2001/01/24
1167167108	210284	5	2001/02/09
776083	435563	5	2002/07/31
1143508612	222449	5	2001/08/16
743705	222263	4	2001/05/13
730612	222804	5	2001/09/06
731479	452238	3	2001/09/06
761813	294288	5	2001/09/28
2777452164	308017	4	2001/02/11
2632093316	363895	5	2001/03/19
4044131972	243014	5	2003/01/03
781736	560300	5	2001/02/04
731255	312000	5	2001/09/06
772036	327957	5	2001/03/09
334663300	210284	5	2001/03/15
167677572	370720	5	2001/03/29
771079	370477	5	2001/03/09
4028927620	518797	4	2003/06/02
2429128324	290433	4	2001/04/20
1047957124	302329	3	2001/05/20
729733	296396	5	2001/08/16
730854	505319	5	2001/09/06
745287	222557	5	2001/05/13
739529	204780	5	2001/03/07
737195	325557	5	2001/01/26
3199700612	315231	4	2001/04/10
743632	209819	5	2001/05/13
3028127364	222705	5	2001/06/06
2599521924	346777	3	2001/03/19
743771	288221	5	2001/05/13
765982	515078	5	2001/10/20
712478340	349482	3	2001/08/23
727482	208283	5	2003/05/15
3011874436	437476	5	2001/06/06
756425	355176	3	2001/09/07
727782	345803	4	2001/04/14
721170	204358	5	2001/03/15
764237	353955	5	2001/08/04
2210172548	255170	5	2001/09/12
780457	237829	4	2001/02/04
3097398916	346033	5	2001/03/28
765823	400338	5	2001/10/20
736144	285907	5	2001/01/26
1136103044	406542	5	2001/01/25
770950	317816	5	2001/03/09
3688533636	296904	3	2001/11/15
1743883908	267231	5	2001/04/18
2351599236	558451	3	2001/04/20
2203225732	305352	5	2001/09/12
721743	202911	5	2001/03/15
689737348	212234	5	2001/08/23
729729	376706	5	2001/08/16
477597316	338015	5	2001/03/27
756948	416547	5	2001/07/18
777302	269146	5	2001/01/31
756490	313080	4	2001/08/23
729998	206837	4	2001/08/16
3541274244	241362	5	2001/03/29
2902101636	232734	5	2002/03/10
765878	212234	5	2001/10/20
2696711812	210284	5	2001/05/13
2788134532	474396	2	2001/02/11
2078248580	415859	5	2001/10/28
278761092	224115	5	2001/10/27
728972	231460	4	2002/02/16
743720	291602	4	2001/05/13
241340036	282884	5	2001/03/29
643337860	2145292164	5	2001/11/29
276663940	223418	2	2001/03/29
773549	249990	4	2001/10/30
1682607748	259745	5	2001/05/05
822709892	237520	5	2001/06/13
3123285636	328360	5	2001/01/18
3189935748	222263	5	2001/04/10
767725	313080	5	2002/02/14
738276	336990	5	2001/04/20
733747	626193	5	2001/06/10
1556516484	405503	5	2001/03/23
1069387396	243427	3	2001/02/07
761182	290995	5	2002/02/18
749636	293940	5	2002/05/11
750930	304047	5	2001/03/07
3718155908	350656	5	2001/11/15
1866370692	407132	5	2001/07/31
767725	200500	5	2002/02/14
2379845252	204506	5	2001/04/20
762400	200500	5	2001/09/28
3575811716	446576	5	2001/11/28
768992	335034	5	2001/02/23
185503364	1419612036	5	2001/03/29
3327626884	236850	2	2001/04/16
760008	539851	5	2003/06/02
2040106628	241636	5	2001/01/18
521637508	288006	5	2001/09/18
772309	268290	5	2001/03/09
3511520900	241496	5	2001/03/29
728972	301184	4	2002/02/16
957976196	273029	5	2001/03/29
761192	290625	5	2002/02/18
677351044	349482	3	2001/08/23
734505	201583	5	2001/03/14
768127	497285	5	2002/02/14
767225	326557	4	2002/02/14
4008480388	531037	5	2003/06/02
757549	1207799684	5	2001/03/16
770530	376355	5	2001/02/23
749164	219012	5	2001/08/22
731468	256854	2	2001/09/06
730861	219979	5	2001/09/06
754011	204506	5	2001/06/20
1515753092	251109	5	2002/03/10
723624	216631	5	2001/09/18
2055573124	249622	5	2001/01/18
2837155460	472388	5	2002/03/10
752618	937398148	4	2001/06/20
856067716	233882	4	2003/04/28
770298	314858	5	2001/02/23
2031521412	353471	5	2001/01/18
776668	439383	4	2001/01/31
674860676	281943	4	2001/08/23
1434029700	327612	5	2002/07/31
541232772	210284	4	2001/09/18
730677	282870	5	2001/09/06
723118	206437	5	2001/07/11
3143470724	240913	4	2001/04/10
3815018116	314690	5	2001/09/07
737820	315604	5	2001/02/17
2794163844	257888	4	2001/02/11
258444932	212234	5	2001/03/29
730842	241261	5	2001/09/06
770481	301490	5	2001/02/23
771953	303639	5	2001/03/09
765385	368792	5	2001/04/17
772941	312027	5	2001/03/09
351506052	205028	5	2001/03/15
740679	310409	5	2001/07/13
734221	301950	5	2001/09/28
766980	441687	5	2002/02/14
764731	296188	5	2003/01/03
735005	301950	5	2001/06/16
